"id","bulan","ticket_size"
1,Dec-2023,1143.0709341205702
2,Jan-2024,1123.1915906875581
3,Feb-2024,1105.7263195832738
4,Mar-2024,1087.2825981153364
5,Apr-2024,1074.265254988475
6,May-2024,1054.840119592169
7,Jun-2024,1038.5466115093786
8,Jul-2024,1024.2012383329889
9,Aug-2024,1007.571144803193
10,Sep-2024,992.5211248151938
11,Oct-2024,990.9441279126174
12,Nov-2024,978.5800724829369
13,Dec-2024,966.4263649894286
